Model,Result,FPS
k_real_pspnet_performance_cascade_plus_uuid_fd999218-ccba-11ee-9d9c-1d8fcb35c694, PASS, 116.5326897179441
k_real_pspnet_resnet50_performance_cascade_plus6x_uuid_4aae275e-ccba-11ee-9d9c-1d8fcb35c694, PASS, 341.1409418353744
k_real_resnet34_v1_performance_cascade_plus4x_uuid_4c2c5e5c-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 1450.0568710220534
k_real_resnet50_performance_cascade_plus4x_uuid_677f8dae-ccbb-11ee-9d9c-1d8fcb35c694, PASS, 992.2978286482164
k_real_resnet50_v2_performance_cascade_plus4x_uuid_5ddcd5c8-ccba-11ee-9d9c-1d8fcb35c694, PASS, 655.4583187478122
k_real_speech_enhancement_unet_performance_cascade_plus4x_uuid_aad42b96-ccb1-11ee-9d9a-1d8fcb35c694, PASS, 1320.2588703381934
k_real_squeezenet_bypass_performance_cascade_plus_uuid_bd63b808-ccca-11ee-9d9c-1d8fcb35c694, PASS, 1301.0434890501892
k_real_squeezenet_complex_performance_cascade_plus_uuid_aad42ace-ccb1-11ee-9d99-1d8fcb35c694, PASS, 1040.89420079811
k_real_squeezenet_performance_cascade_plus_uuid_f5fd2d8a-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 1602.7329315964646
k_real_unetplusplus_performance_cascade_plus4x_uuid_7bf36612-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 232.71461845669347
k_real_unet_lane_performance_cascade_plus2x_uuid_e144da1c-ccbc-11ee-9d9c-1d8fcb35c694, PASS, 486.3045734128709
k_real_unet_mobilenet_performance_cascade_plus4x_uuid_07b02c12-ccbb-11ee-9d9c-1d8fcb35c694, PASS, 262.3025290910194
k_real_unet_performance_cascade_plus2x_uuid_040547c4-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 268.58792799496416
k_real_unet_ultrasound_performance_cascade_plus2x_uuid_48e30d40-ccba-11ee-9d9c-1d8fcb35c694, PASS, 1208.5415856276384
k_real_xception_performance_cascade_plus4x_uuid_4357951e-ccb3-11ee-9d9c-1d8fcb35c694, PASS, 313.9514900012874
k_real_efficientnetv2b0_performance_cascade_plus4x_uuid_3eb43d9c-ccb7-11ee-9d9c-1d8fcb35c694, PASS, 1082.1217750257997
k_real_mobilenetv1_0p25_performance_cascade_plus_uuid_39655f0e-ccb4-11ee-9d9c-1d8fcb35c694, PASS, 2249.402830588374
k_real_pix2depth_performance_cascade_plus8x_uuid_0fd78206-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 88.78566357287073
k_real_yolo3_mobilenet_lite_416_coco_performance_cascade_plus2x_uuid_088a51fc-ccb2-11ee-9d9c-1d8fcb35c694, PASS, 154.58027899091528
k_real_efficientnetv2b1_performance_cascade_plus4x_uuid_aad42c04-ccb1-11ee-9d9c-1d8fcb35c694, PASS, 1059.1141861522146
k_real_efficientnetv2b2_performance_cascade_plus4x_uuid_20f24078-ccb8-11ee-9d9c-1d8fcb35c694, PASS, 814.1971402282071
k_real_efficientnetv2b3_performance_cascade_plus4x_uuid_28704da0-ccbc-11ee-9d9c-1d8fcb35c694, PASS, 502.2571192840062
k_real_espcn_performance_cascade_plus_uuid_3d6f4d04-cccc-11ee-9d9c-1d8fcb35c694, PASS, 119.43863921580576
k_real_expression_vgg13_performance_cascade_plus_uuid_f027002c-cccc-11ee-9d9c-1d8fcb35c694, PASS, 695.7135606208884
k_real_googlenet_performance_cascade_plus2x_uuid_40870894-ccca-11ee-9d9c-1d8fcb35c694, PASS, 1079.0677571475983
k_real_inceptionv2_performance_cascade_plus4x_uuid_edcfa4d6-ccb4-11ee-9d9c-1d8fcb35c694, PASS, 1004.1090315383252
k_real_inceptionv3_performance_cascade_plus4x_uuid_8a01f5ba-ccbb-11ee-9d9c-1d8fcb35c694, PASS, 437.002260911241
k_real_jumpnet_101_performance_cascade_plus4x_uuid_e0d7499c-cccc-11ee-9d9c-1d8fcb35c694, PASS, 195.60877536049054
k_real_jumpnet_152_performance_cascade_plus6x_uuid_65c9b75a-ccbb-11ee-9d9c-1d8fcb35c694, PASS, 54.602327551686194
k_real_jumpnet_performance_cascade_plus2x_uuid_72866d42-cccc-11ee-9d9c-1d8fcb35c694, PASS, 503.9940496002826
k_real_linknet_resnet18_performance_cascade_plus6x_uuid_edd063b8-ccb8-11ee-9d9c-1d8fcb35c694, PASS, 51.57449428934416
k_real_mbllen_lowlight_with_noise_performance_cascade_plus4x_uuid_e6420b18-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 11.958728895791793
k_real_yolov1_tiny_performance_cascade_plus_uuid_db959456-ccb4-11ee-9d9c-1d8fcb35c694, PASS, 442.29902899516605
k_real_yolov3_tiny_performance_cascade_plus_uuid_485eaa7a-ccbd-11ee-9d9c-1d8fcb35c694, PASS, 534.4090391909781
k_real_mobilenetv1_0p50_performance_cascade_plus_uuid_e202f008-ccb5-11ee-9d9c-1d8fcb35c694, PASS, 2395.2805998617987
k_real_mobilenetv1_0p75_performance_cascade_plus_uuid_615dc7d6-ccb3-11ee-9d9c-1d8fcb35c694, PASS, 1956.389756984934
k_real_mobilenetv1_performance_cascade_plus_uuid_d9cf48c8-ccce-11ee-9d9c-1d8fcb35c694, PASS, 1583.1923511004918
k_real_mobilenetv2_performance_cascade_plus_uuid_aad42bc8-ccb1-11ee-9d9b-1d8fcb35c694, PASS, 1579.48996038381
k_real_mobilenetv3_large_minimalistic_performance_cascade_plus_uuid_99dad70e-ccb6-11ee-9d9c-1d8fcb35c694, PASS, 1577.94498284476
k_real_mobilenetv3_large_performance_cascade_plus4x_uuid_6f3cf926-ccb8-11ee-9d9c-1d8fcb35c694, PASS, 1491.7005718838022
