Model,Result,FPS
k_real_centernet_resnet_512_performance_cascade_plus6x_uuid_46449ab6-ccb2-11ee-9d9c-1d8fcb35c694, PASS, 71.03393800951386
k_real_chess_alphazero_community_performance_cascade_plus_uuid_feb6aa58-ccb2-11ee-9d9c-1d8fcb35c694, PASS, 2286.746120882356
k_real_colornet_performance_cascade_plus4x_uuid_c3914cb8-ccb1-11ee-9d9c-1d8fcb35c694, PASS, 119.27882775099206
k_real_dce_performance_cascade_plus_uuid_c0f363ec-ccb1-11ee-9d9c-1d8fcb35c694, PASS, 171.2925647915969
k_real_deblur_gan_performance_cascade_plus2x_uuid_e49c6a36-ccb2-11ee-9d9c-1d8fcb35c694, PASS, 29.77177337897913
k_real_deep_q_atari_breakout_performance_cascade_plus_uuid_44bffe2c-cccd-11ee-9d9c-1d8fcb35c694, PASS, 2903.8985855424858
k_real_densenet121_performance_cascade_plus4x_uuid_914a812a-ccbb-11ee-9d9c-1d8fcb35c694, PASS, 759.6037452233913
k_real_densenet169_performance_cascade_plus6x_uuid_21dbf2e6-cccb-11ee-9d9c-1d8fcb35c694, PASS, 487.9225243565508
k_real_densenet201_performance_cascade_plus8x_uuid_8e17f582-cccf-11ee-9d9c-1d8fcb35c694, PASS, 221.00187632484815
k_real_efficientnetb0_performance_cascade_plus2x_uuid_f0de0436-ccb6-11ee-9d9c-1d8fcb35c694, PASS, 933.8397759303211
k_real_efficientnetb1_performance_cascade_plus4x_uuid_af4f0a06-ccb6-11ee-9d9c-1d8fcb35c694, PASS, 765.5390051634546
k_real_efficientnetv2b0_performance_cascade_plus4x_uuid_3eb43d9c-ccb7-11ee-9d9c-1d8fcb35c694, PASS, 1144.7242517119128
k_real_efficientnetv2b1_performance_cascade_plus4x_uuid_aad42c04-ccb1-11ee-9d9c-1d8fcb35c694, PASS, 1011.2873087096051
k_real_efficientnetv2b2_performance_cascade_plus4x_uuid_20f24078-ccb8-11ee-9d9c-1d8fcb35c694, PASS, 768.599999633503
