model,chips,fps
model_explorer_onnx_models_GitHub_156,2,314.6
model_explorer_SSDMobileNetV1_6f2707aefd6046ca5b21381ad0ca9b41_Coral,2,819.1
model_explorer_palak2665_Express-U_GitHub_1,2,2214.4
model_explorer_balanarenmar_Project_Helping_Hands_GitHub_1,2,237.8
model_explorer_american-sign-language_66f5c57e44be1bf54820dd40fa1cefe3_TFHub,2,2002.8
model_explorer_JosephCatrambone_pixelbox_GitHub_1,2,337.9
model_explorer_YOLOv5_Face_36483c4542b0ef195191ad8329579095_PINTO_1,2,480.1
model_explorer_noisebridge_marys-lamb_GitHub,2,164.1
model_explorer_inferenceengine_shadernn_GitHub_4,2,4463.3
model_explorer_astrorama_SourceXtractor-litmus_GitHub,2,127.5
model_explorer_Sao-jung-listens-well_WIT_GitHub_2,2,197.5
model_explorer_teplandr_Visioneer_GitHub_1,2,354.7
model_explorer_imagenet_mobilenet_v1_025_128_classification_7c40dc544afd13a4a4b6d9cc65c5129c_TFHub,2,6618.5
model_explorer_yuradanyliuk_AutonomousParking_GitHub,2,434027.8
model_explorer_aiy_vision_classifier_food_V1_77768c4b0a564751dcef96a209696dfb_TFHub,2,2312.2
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_5,2,555.7
model_explorer_batu_ProjNar_GitHub_15,2,53676.9
model_explorer_RegNetX006_4b8366d2a1caf6239fe8c4204e1c2321_KerasApps,2,346.7
model_explorer_tddfa_mobilenet_v1_4fac64eae00af43aa91a0a9347d75e60_Hailo,2,4568.7
model_explorer_mshayganfar_chista_GitHub_3,2,3313.3
model_explorer_M-Borsuk_CNN-Pneumonia-Classification_GitHub,2,1567.7
model_explorer_tiny_yolov3_51137831371ca637c3745da0cc3f8983_Hailo,2,296.6
model_explorer_islem-esi_DeepMalwareDetector_GitHub,2,4464.5
model_explorer_rainbowbismuth_bird-vision_GitHub,2,4590.7
model_explorer_netsec917_Hikari-IDS_GitHub_5,2,823723.2
model_explorer_imagenet_mobilenet_v3_large_100_224_classification_31c913c9c7e4305a1ae71b220741a1ab_TFHub,2,197.5
model_explorer_asus4_tf-lite-unity-sample_GitHub_4,2,1748.9
model_explorer_mp_object_detection_3d_camera_local_model,2,1565
model_explorer_yolov3_tiny_local_model,2,296.3
model_explorer_autowarefoundation_modelzoo_GitHub_1,2,154
model_explorer_SFace_4e5c5070fa3991c22232cce70e83cf24_PINTO_11,2,1192.2
model_explorer_MobileNet_5fe9891458ef6e712804058a3fe75842_KerasApps,2,1793.4
model_explorer_imagenet_mobilenet_v3_small_100_224_feature_vector_6dd0531639674eb62e502bdadc46e834_TFHub,2,197.5
model_explorer_gordinmitya_dnn_benchmark_GitHub_3,2,1399.6
model_explorer_broadinstitute_ml4h_GitHub_1,2,184.4
model_explorer_YuNetV2_7211ef47fdd0f316eea7a167c2838751_PINTO_7,2,269.9
model_explorer_TiVo_dts-studio_GitHub_5,2,1749.2
model_explorer_openvinotoolkit_openvino_GitHub_24,2,229568.4
model_explorer_hotg-ai_rune_GitHub_2,2,8449
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_35,2,103766.7
model_explorer_MAPLELEAF3659_snake-game-ml-agent_GitHub_1,2,811688.3
model_explorer_asus4_tf-lite-unity-sample_GitHub,2,258.5
model_explorer_steverab_failing-loudly_GitHub_3,2,101626
model_explorer_kevin-emmatty_healthcare_GitHub,2,119.3
model_explorer_InceptionV1_8a9bab243e0778a9c24944003dcdcbed_Coral,2,566.5
model_explorer_balanarenmar_Project_Helping_Hands_GitHub_5,2,262.9
model_explorer_repvgg_a0_person_reid_512_ef97e10f32d020026aa5253d910eb1cb_Hailo,2,442.6
model_explorer_mobilenet_v1_0.75_192_quantized_2641307dc0f3513d85b34dbaabb45c5d_TFHub,2,1421.3
model_explorer_kackey0-1_project_ai_GitHub,2,8014.7
model_explorer_jaigane6387_images_classifier_GitHub,2,110.4
model_explorer_mobilenetv1_ssd_local_model,2,910.5
model_explorer_SSDMobileNetV2_589403945254b2695574dd897779538d_Coral,2,565.6
model_explorer_hand_recrop_d0cd901ee9e65a855937a0823a3a68b6_PINTO_6,2,1008.9
model_explorer_M-LSD_068202de165844f96307a44e9e1910f8_PINTO,2,595.5
model_explorer_regnety_200mf_ce8054f7a23d2098f8c1b54335bbc773_Hailo,2,1251.9
model_explorer_FabianGroeger96_cnn-number-detection_GitHub_2,2,14223.5
model_explorer_lewiuberg_tumorclass.info_GitHub,2,1779.3
model_explorer_ltiao_zalando-classification_GitHub,2,668449.2
model_explorer_EfficientNet-EdgeTpu(S)*_d16cb6c56695418ad7344e294464862c_Coral,2,362.5
model_explorer_models_edgetpu_checkpoint_and_tflite_vision_segmentation-edgetpu_tflite_default_argmax_cd5cb2f80a903284831aa2b70cc7a8f3_PINTO_2,2,2993.9
model_explorer_Light-SERNet_521ccf093256c61a558f00016e572873_PINTO_3,2,1475.9
model_explorer_batu_ProjNar_GitHub_2,2,53685.5
model_explorer_mp_pose_landmark_lite_local_model,2,212.3
model_explorer_SwaggyMacro_MiraiNsfwBot_GitHub_1,2,1784.9
model_explorer_resnet_v1_18_e06eb310c808dcdd235188aec6179f3d_Hailo,2,301.7
model_explorer_SatyamVyas00_Cloudburst-Prediction-using-GAF-and-CNN_GitHub_1,2,852
model_explorer_FaceBoxes_6e1df205b97688e34bef8e2e23544af2_OpenVINO,2,107.2
model_explorer_onnx_models_GitHub_61,2,6479.2
model_explorer_Emotion_FERPlus_1a14c09c00f0f31d4c82d35e7713daa0_PINTO_8,2,382.1
model_explorer_aqibbangash_image-search-python_GitHub,2,700.9
model_explorer_MobileNetV1_65b6e70bda63213f7d7009c0f101127f_Coral,2,1786.1
model_explorer_netsec917_Hikari-IDS_GitHub,2,385802.5
model_explorer_LiteTrack_b19f7faeca97c37f3a569028f1f6ddc7_PINTO_4,2,1153.5
model_explorer_IINemo_isanlp_srl_framebank_GitHub,2,4805
model_explorer_centernet_mobilenetv2_local_model,2,233
model_explorer_drminix_facialpointviewer_GitHub,2,10291.1
model_explorer_ltiao_zalando-classification_GitHub_2,2,668449.2
model_explorer_resnet_v2_18_7c2042519d9e892a23977db189205cdf_Hailo,2,302.1
model_explorer_mobilenet_v1_0.75_224_b9e13f62ae98d9c509bfb99fb381f7e6_TFHub,2,2084.7
model_explorer_sebastianstarke_AI4Animation_GitHub,2,429553.3
model_explorer_ltiao_zalando-classification_GitHub_1,2,668449.2
model_explorer_yeahaluu_Public_Sinsunai_GitHub,2,69.6
model_explorer_mp_iris_landmark_local_model,2,8907.6
model_explorer_mp_pose_landmark_full_local_model,2,139.3
model_explorer_edgetpu_vision_mobilenet-edgetpu-v2_xs_7fd60912fbde9b2be04426045773e6a5_TFHub,2,1346.1
model_explorer_xmartlabs_malaria-detector_GitHub_1,2,4053.9
model_explorer_wilsonloo_faceEmotionCppLinux_GitHub_1,2,2415.9
model_explorer_inferenceengine_shadernn_GitHub_5,2,296.8
k_real_mobilenetv3_small_minimalistic_performance,2,2192
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_22,2,2045.2
model_explorer_ankurdave_bird-models_GitHub_1,2,163.9
model_explorer_MobileNetV3_ec9cf19c660f0e3acbbdadb13bbbaadf_Coral,2,1432.4
model_explorer_steverab_failing-loudly_GitHub,2,6257
model_explorer_TiVo_dts-studio_GitHub,2,389.5
model_explorer_person-attributes-recognition-crossroad-0230_a27483802aed8e6996feca25bd5e430c_PINTO_7,2,2654.4
model_explorer_broadinstitute_ml4h_GitHub_3,2,474.3
model_explorer_Rhoban_env_public_GitHub,2,14296.1
model_explorer_RegNetY004_134b21ee2691ffc43d0339f3487b948e_KerasApps,2,189.9
model_explorer_cstub_ml-ids_GitHub,2,299850.1
model_explorer_onnx_models_GitHub_36,2,2024.9
model_explorer_FabianGroeger96_cnn-number-detection_GitHub,2,14230
model_explorer_RegNetX004_e9434bdaa5ac63e78d2cdd1aa41ace58_KerasApps,2,639.9
model_explorer_HBONet1.0_66b1ecc71c056996ce9c0a8470aedc86_OpenVINO,2,554.5
model_explorer_mobilenet_v1_0.25_128_f8b395e8c5c1c18dcb10ff89c84267d5_TFHub,2,6618.5
model_explorer_disease-classification_2087a4b67f9d3d4b5efc168d9263eef0_TFHub,2,954.9
model_explorer_gordinmitya_dnn_benchmark_GitHub,2,2022.8
model_explorer_repvgg_a1_6a1c3969346e25860f08c674738e0e67_Hailo,2,472.6
model_explorer_TiVo_dts-studio_GitHub_6,2,490.2
model_explorer_kuff_medslr_GitHub_2,2,203832
model_explorer_balanarenmar_Project_Helping_Hands_GitHub_13,2,256.2
model_explorer_ssd_mobilenet_v2_mnasfpn_shared_box_predictor_d233be6616284890814c9c59cf20e346_PINTO,2,192.4
model_explorer_ZJU-lishuang_yolov5_tensorrt_GitHub_1,2,164
model_explorer_Sao-jung-listens-well_WIT_GitHub_12,2,584.9
model_explorer_face_landmark_11e7e3fbb51ee269b0caadc0a051b57f_PINTO_1,2,4104.8
model_explorer_onnx_models_GitHub_52,2,127.5
model_explorer_doch2_AE-DNN-model-data_GitHub,2,20380.7
model_explorer_MST-Robotics_2022-Vision_GitHub,2,164
model_explorer_NSFW_a14729dd4a8a86ef5a46be3f464b78a2_PINTO_10,2,901.4
model_explorer_YuNet_62443df09472306e47a98f70b9922e9e_PINTO_7,2,5548.8
model_explorer_onnx_models_GitHub_103,2,2022.8
model_explorer_ssdmobilenetv2_fpnlite_local_model,2,265.5
model_explorer_kneron_ONNX_Convertor_GitHub,2,2140.4
model_explorer_batu_ProjNar_GitHub_13,2,53685.5
model_explorer_moshimeow_mercury_steamvr_driver_GitHub_1,2,4175.8
model_explorer_onnx_models_GitHub_144,2,302.1
model_explorer_ankurdave_bird-models_GitHub,2,164
model_explorer_calderon0423_Perfectly_Paired_GitHub_1,2,375798.6
model_explorer_imagenet_mobilenet_v3_small_075_224_classification_ba1a0bff8e0c1fc1716e3922affd6983_TFHub,2,1791.9
model_explorer_shaolang_ml-zoomcamp_GitHub,2,4330.4
model_explorer_DivyaArunthathiar_Alzheimer-Detection_GitHub_1,2,1794.5
model_explorer_imagenet_mobilenet_v3_large_100_224_classification_d25888f018f2ec62d432d6eb60984f0d_TFHub,2,931.5
model_explorer_arbitrary-image-stylization-inceptionv3_fead3bf44d449aa6f36d6d2b49aadeb8_TFHub,2,346
model_explorer_batu_ProjNar_GitHub_17,2,29403.1
model_explorer_BadagalaAdarsh_ASL_GitHub_1,2,972.5
model_explorer_yichenghuang980_emotion-detection_GitHub,2,1874.2
model_explorer_openvinotoolkit_openvino_GitHub_28,2,716332.4
k_real_mobilenetv3_small_performance,2,1663.9
model_explorer_SSDMobileNetV2_a2ce86d9062646dc52501e487aae8a9f_Coral,2,786.9
model_explorer_naruto_handsign_detection_922515cecfa85eae99fc2b348f04d906_PINTO_5,2,295.1
model_explorer_yolov5s_leaky_416_local_model,2,229.5
model_explorer_utopiaZhang_devops_for_datascience_GitHub,2,2163.1
model_explorer_har932_Pneumonia-Detection_GitHub,2,111.7
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_23,2,2042.1
model_explorer_joncoons_Manufacturing-Vision-Accelerator-AMD64-v2_GitHub_3,2,148.3
model_explorer_openvinotoolkit_openvino_GitHub_23,2,359.9
model_explorer_Mukuntanku_Cat-Dog-Classification-Detection_GitHub,2,3418.3
model_explorer_singhjsw_Building-Damage-Detection-based-on-Post-Hurricane-Satellite-Imagery-using-Transfer-Learning-and-Conv_GitHub,2,1170.6
model_explorer_pspnet_local_model,2,67.1
model_explorer_batu_ProjNar_GitHub_11,2,4410.9
model_explorer_SKT27182_portfolio_GitHub_5,2,5726.2
model_explorer_andromaqui_remote_handGesture_deviceControl_GitHub_1,2,1678.8
model_explorer_face-detection-adas-0001_17ded224973f9cee1702b8fe01a4380c_PINTO_4,2,412.8
model_explorer_42io_esp32_kws_GitHub,2,106224.8
model_explorer_mobilenet_v1_0.75_160_9512a8f721691dc534f496d684af3db2_TFHub,2,4029.6
model_explorer_Sao-jung-listens-well_WIT_GitHub_6,2,194.3
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_10,2,327.7
model_explorer_Sao-jung-listens-well_WIT_GitHub_14,2,1015.5
model_explorer_onnx_models_GitHub_83,2,1460.4
model_explorer_yolox_nano_ti_lite_local_model,2,428.2
model_explorer_unet_mobilenet_local_model,2,105.3
model_explorer_mshayganfar_chista_GitHub_2,2,3314.5
model_explorer_TiVo_dts-studio_GitHub_13,2,8907.6
model_explorer_opencv_opencv_zoo_GitHub_13,2,197
model_explorer_SuavePirate_FaceONNX.Models_GitHub_4,2,266.1
model_explorer_mp_object_detection_3d_cup_local_model,2,1563.4
model_explorer_aiy_vision_classifier_insects_V1_3781f9a5abee268c189cf64e521c92c7_TFHub,2,1200.4
model_explorer_scrfd_500m_d0f788434ac4b3f9ec710402f89ed89d_Hailo,2,264.3
model_explorer_mshayganfar_chista_GitHub,2,3312
model_explorer_IBM_mini-era_GitHub,2,6871.5
model_explorer_mobilenet_v1_0.75_128_38e81efa72cdbe49642b2cc5364bf6db_TFHub,2,6208.2
model_explorer_avinesh1906_etherBots-ML-API_GitHub,2,46.7
model_explorer_mp_object_detection_3d_sneakers_local_model,2,1563.8
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_45,2,335.8
model_explorer_hwajlee_TIL_GitHub_5,2,719424.5
model_explorer_BogGyver_openpilot_GitHub,2,1201.9
model_explorer_mnasnet_1.0_192_71bfa7b63a1a08477991fb468762ea4a_TFHub,2,1850
model_explorer_MobileStyleGAN_97ee8f4ce997135b6de496d9589b2564_PINTO,2,108707.5
model_explorer_NahidEbrahimian_Face-Mask-Detection_GitHub,2,763.8
model_explorer_person-vehicle-bike-detection-crossroad-1016_8e88cce1386f3e5f604fd18cb1d7c584_PINTO_11,2,311.7
model_explorer_yolov5n_leaky_local_model,2,182
model_explorer_mobilenet_v1_0.50_192_quantized_a7878c246464859682e78b9d9388b91e_TFHub,2,2873.4
model_explorer_yolov5n_leaky_320_local_model,2,722.1
model_explorer_hf-internal-testing_tiny-random-resnet_1c891d4e83bfef5f823672e05e771592_HuggingFace,2,951.2
model_explorer_hanyax_simd_gpu_profilling_GitHub,2,301.5
model_explorer_joncoons_Manufacturing-Vision-Accelerator-AMD64-v2_GitHub_7,2,1729.6
model_explorer_Ternaku-id_ternaku-bangkit-machine-learning_GitHub_6,2,2001.9
model_explorer_EfficientNet-EdgeTpu(S)_b4cd2655bde79755842e717d3a6cad08_Coral,2,361.3
model_explorer_mobilenet_v1_0.25_160_2506467930e73a4084629094c8a3debf_TFHub,2,4237.5
model_explorer_deeplab_v3_plus_mobilenetv2_local_model,2,211.2
model_explorer_Sao-jung-listens-well_WIT_GitHub_8,2,517.5
model_explorer_EfficientNetB0_911d0527aad9dd549d917351bbeea0fc_OpenVINO,2,360
model_explorer_RTMPose_Animal_8950a3d36a958cf6533d3b1afd0224c2_PINTO_2,2,200.8
model_explorer_quarrying_quarrying-insect-id_GitHub_1,2,1604
model_explorer_spokestack_app-actions-example_GitHub_3,2,437636.8
model_explorer_thawro_yolov8-digits-detection_GitHub_1,2,649.8
model_explorer_mobilenet_v1_1.0_160_b3e059bfa5576e6c58c723baffcb6c25_TFHub,2,3696.6
model_explorer_openvinotoolkit_vpux_plugin_GitHub,2,254.9
model_explorer_TiVo_dts-studio_GitHub_14,2,235.7
model_explorer_imagenet_mobilenet_v3_large_075_224_classification_d2482d40e214f2b9cc1a6d3118e1c7d6_TFHub,2,1257.4
model_explorer_vehicle-license-plate-detection-barrier-0106_e5a332ce547ffd8c098f0f501d38af08_PINTO,2,1148.2
model_explorer_MobileNetv1BodyPix_0e700892756f0f4a71a8ba7ce9f0f303_Coral,2,398.9
model_explorer_asus4_tf-lite-unity-sample_GitHub_9,2,343.6
model_explorer_rsandrini_dnd-dice-detection-cnn_GitHub,2,80.7
model_explorer_mp_pose_detection_local_model,2,241.4
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_20,2,2045.2
model_explorer_pedestrian-and-vehicle-detector-adas-0001_bcd1c88a2dba6381fa7b8ad3c5e888f0_PINTO_4,2,409.7
model_explorer_yolo3_mobilenet_lite_416_coco_local_model,2,216.7
model_explorer_U-NetMobileNetv2_ad29c3d316648c034fa1579828bb6a20_Coral,2,164.2
model_explorer_Laknath1996_sEMG-Hand-Gesture-Recognition_GitHub,2,18507.6
model_explorer_EfficientNet-EdgeTpu(M)*_17ca9e21b8ca571bfec4cb7ea8689297_Coral,2,271.6
model_explorer_magenta_arbitrary-image-stylization-v1-256_c15660b2ef37bf02c8b1a472d7e32e41_TFHub,2,1528.8
model_explorer_kaiidams_TransferLearningAudio_GitHub,2,5067.2
model_explorer_efficientnet_lite2_classification_d264cde8b3621c44bd0a23c2f8682479_TFHub,2,555.7
model_explorer_yolox_s_416x416_ti_lite_local_model,2,107.4
model_explorer_InceptionV3_0168ae4c9dddd3c9473d4c5a93d1a070_Coral,2,427.7
model_explorer_openvinotoolkit_openvino_GitHub_6,2,228728.3
model_explorer_onnx_models_GitHub_140,2,327.1
model_explorer_openvinotoolkit_openvino_GitHub_21,2,6937.8
model_explorer_yolov8n-cls_local_model,2,1345.2
model_explorer_Light-SERNet_521ccf093256c61a558f00016e572873_PINTO_2,2,1475.9
model_explorer_onnx_models_GitHub_76,2,1461.7
model_explorer_PyDNet_e019cd5269fcdd2b8fedc1a4f5aca5a9_PINTO_8,2,243.3
model_explorer_Ternaku-id_ternaku-bangkit-machine-learning_GitHub_7,2,2002.3
model_explorer_vehicle-detection-0200_ddcdbc50476adbba978b19992a5bbcd7_PINTO_6,2,1217.2
model_explorer_yuradanyliuk_AutomaticParking_GitHub_1,2,434782.6
model_explorer_yolov7_tiny_416_local_model,2,226.6
model_explorer_person_attr_resnet_v1_18_569247e0d0041dd5716b6a8248c94031_Hailo,2,266.1
model_explorer_DroNet_4c91321c4eb865ee138024b6ac86faa1_PINTO_1,2,313.5
model_explorer_MobileNetV2_29e4e4933c88b4e6febf49573b706bf9_Coral,2,1687.6
model_explorer_opencv_opencv_zoo_GitHub_1,2,69.4
model_explorer_daniel-civitaramirez_CS147-FacialExpressionRecognition_GitHub,2,279
model_explorer_googlenet_local_model,2,607.5
model_explorer_ankurdave_bird-models_GitHub_3,2,163.9
model_explorer_asus4_tf-lite-unity-sample_GitHub_6,2,225.5
model_explorer_rachidelfe_CNN-MGP-SCRIPT_GitHub_1,2,251.4
model_explorer_gitguige_openpilot0.8.9_GitHub_1,2,1199.5
model_explorer_SynergyNet_bd634b56ca115616db0e1cc2a0459f5d_PINTO,2,5878.5
model_explorer_DeepSort_a96c756fb0475d2681df6eaede1152f9_PINTO_2,2,830.4
model_explorer_repvgg_a0_person_reid_2048_9f5724a7b3fa3b84f78ad838d90243b7_Hailo,2,442.6
model_explorer_lightcnn_v4_local_model,2,351.8
model_explorer_pedestrian-detection-adas-0002_fccc5d01ea5d57fc1538f04c628c26b4_PINTO_4,2,411.8
model_explorer_unet_local_model,2,105.5
model_explorer_NSFW_a14729dd4a8a86ef5a46be3f464b78a2_PINTO_11,2,902.3
model_explorer_onnx_models_GitHub_85,2,301.6
model_explorer_samuelkim7_pneumonia_cnn_GitHub,2,199.2
model_explorer_Harp0n_DermaApp_GitHub,2,1589.7
model_explorer_yolov5n_seg_83812029796508bc2cd73bcaa7587de8_Hailo,2,163.9
model_explorer_EfficientNet-EdgeTpu(M)_4372bddc60264ac65a5723a53c695d8e_Coral,2,321.2
model_explorer_mobilenetv2-poseestimation_edb5790df28ac1d501eaa1601440f0d5_PINTO_8,2,247.8
k_real_mobilenetv3_large_minimalistic_performance,2,1976.3
model_explorer_eFiniLan_legacypilot_GitHub,2,1197.6
model_explorer_MobileNetV2_82e6ff5236e4d328f331e9305b287043_KerasApps,2,1589.3
model_explorer_SuavePirate_FaceONNX.Models_GitHub_6,2,442.8
model_explorer_mobilenet_v1_0.75_224_quantized_1c5fec829ef37f96cbc155fc1223bb21_TFHub,2,1003.6
model_explorer_mp_object_detection_3d_chair_local_model,2,1564.7
model_explorer_RedisAI_redisai-examples_GitHub_1,2,145.3
model_explorer_slayerkenneth_FYP_BoAR_PSAN2_38_GitHub,2,250.5
model_explorer_adrianlachowicz_RESISC-Classifier_GitHub,2,262.1
model_explorer_repvgg_b0_local_model,2,251.6
model_explorer_arithescientist_aidiagnosis_GitHub,2,139.9
model_explorer_MobileNetV2_453e476449b6ac28463010feb9111eae_Coral,2,2044.3
model_explorer_PoseNetMobileNetV1_0be3629a51c40e6b971ddbc893fcdc6f_Coral,2,622.1
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_26,2,224.2
model_explorer_octoml_octoml-examples_GitHub_5,2,250.5
model_explorer_mobilenet_v2_1.0_224_3b69ca6cbfbde163c5fa8cbb60cb197f_TFHub,2,2044.3
model_explorer_EfficientNetV2B1_b716bd2ae5d186e73b6e4d75e7abfe37_KerasApps,2,295.7
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_2,2,1398.6
model_explorer_Vaish1591_Rice-Leaf-Disease-Analyzer_GitHub,2,1795.6
k_real_mobilenetv3_large_performance,2,873.3
model_explorer_yolov7_tiny_320_local_model,2,279.9
model_explorer_dong-haha_deeplearning_javaweb_GitHub_2,2,109.1
model_explorer_slayerkenneth_FYP_BoAR_PSAN2_38_GitHub_3,2,250.5
model_explorer_Ternaku-id_ternaku-bangkit-machine-learning_GitHub_1,2,2549.4
model_explorer_onnx_models_GitHub_14,2,314.6
model_explorer_squeezedet_kitti_local_model,2,121.8
model_explorer_MobileNetv1BodyPix_5698be0fc6d327cd25696ec305f63317_Coral,2,345.7
model_explorer_jasr88_object-detection_GitHub,2,170.3
model_explorer_WHENet_2f83111daad55806e6a32ef0c0879264_PINTO_5,2,361.1
model_explorer_unet_ultrasound_local_model,2,329.5
model_explorer_joncoons_Manufacturing-Vision-Accelerator-AMD64-v2_GitHub_4,2,170.3
model_explorer_RegNetY008_b0a05c341a700a3f3a2592d353726480_KerasApps,2,296.4
model_explorer_mp_palm_detection_full_local_model,2,235.7
model_explorer_owulveryck_khappygo_GitHub,2,411.5
model_explorer_jdunns_w251_hw6_GitHub,2,266.1
model_explorer_onnx_models_GitHub,2,314.6
model_explorer_PoseNetMobileNetV1_3d03366578b0ae2fb0a122b2146273c0_Coral,2,344.8
model_explorer_EfficientNetV2B0_e61c107c0e66aa1038cc4a78f93f4ba3_KerasApps,2,438
model_explorer_AOD-Net_e04d02afa1538a23305586dc856ddea4_PINTO_41,2,29.9
model_explorer_Azure-Samples_IoTDemos_GitHub,2,170.3
model_explorer_balanarenmar_Project_Helping_Hands_GitHub_11,2,262.9
model_explorer_onnx_models_GitHub_97,2,250.5
model_explorer_nilshoffmann_biohackathon2022-fair-ml-biomodels_GitHub,2,250.8
model_explorer_MagicTouch_47ddfca4a4070bc0f7538be7fc9309ed_PINTO_3,2,62.3
model_explorer_yolox_nano_local_model,2,359
model_explorer_mobilenet_yolo_v4_syg_local_model,2,94.8
model_explorer_yolov5s_leaky_320_local_model,2,237.2
model_explorer_mp_palm_detection_lite_local_model,2,389.5
model_explorer_octoml_triton-modelanalyzer-experiments_GitHub_3,2,87.6
model_explorer_osnet_x1_0_f2670ac8a795cd26fda7552a98c3916a_Hailo,2,181.7
model_explorer_anti-spoof-mn3_c3839b272059af5c2736beddd7811eb4_PINTO_1,2,1796.7
model_explorer_EfficientNetV2B0_a3d46b5b236c07e20763005aed20c700_OpenVINO,2,662.7
model_explorer_MobileNetv1BodyPix_6117de7a8e5551b565f6e248aca6bc12_Coral,2,625.3
model_explorer_gernet_m_local_model,2,110.9
model_explorer_YOLOv5_Face_36483c4542b0ef195191ad8329579095_PINTO_6,2,480.2
model_explorer_yinguobing_head-pose-estimation_GitHub,2,735.1
model_explorer_unet_lane_local_model,2,185.3
model_explorer_efficientnet_lite3_classification_3da0429747656b36cbce6b0ee2f51251_TFHub,2,427.8
model_explorer_yeahaluu_Public_Sinsunai_GitHub_1,2,69.6
model_explorer_onnx_models_GitHub_62,2,314.6
model_explorer_yolov5xs_wo_spp_nms_core_9d0e38032c9383042d99a3ec5f55f5c7_Hailo,2,171.5
model_explorer_yolov8m-cls_local_model,2,239.7
model_explorer_RegNetY006_1b81d8e4c8b2965a3f6cc22e188c85b9_KerasApps,2,188.3
model_explorer_mp_object_detection_3d_sneakers_1stage_local_model,2,150.8
model_explorer_naruto_handsign_detection_922515cecfa85eae99fc2b348f04d906_PINTO_4,2,295.1
model_explorer_espcn_local_model,2,66.9
model_explorer_MobileNetv1BodyPix_d42e48e55a527b4979eb996c7bfbb427_Coral,2,240.7
model_explorer_owulveryck_khappygo_GitHub_1,2,145.3
model_explorer_hayden-donnelly_ntg-unity_GitHub_3,2,56
model_explorer_efficientnet_lite4_classification_5360297cefc31c93e9e7afa490425488_TFHub,2,154.1
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_24,2,224.2
model_explorer_yolox_tiny_ti_lite_local_model,2,172.9
model_explorer_SSDLiteMobileDet_7c6516d9991656262211aa6a99aeeb63_Coral,2,521.3
model_explorer_JulianFeinauer_test123_GitHub,2,69.9
model_explorer_NanoDetPluswithShuffleNetV21.5x.size=416_52ee42792e04e941adcb82ef893d7082_OpenVINO,2,130.9
model_explorer_hayden-donnelly_ntg-unity_GitHub_5,2,56
model_explorer_person-detection-0202_8cb56f61510a31aeb7a480507c37af72_PINTO_11,2,354.4
model_explorer_gpunet0_local_model,2,177.9
model_explorer_person-vehicle-bike-detection-crossroad-0078_fdbe0420db93fe684dbf99bd4657e904_PINTO,2,52.6
model_explorer_DLA34_62a93fa88317c8a6fdbf29796cd60c29_OpenVINO,2,177.3
model_explorer_tiny_yolov2_local_model,2,250.5
model_explorer_nvidia_super_res_local_model,2,38.1
model_explorer_yolov6n_0.2.1_24df965c49f689e0e995a3de172fea67_Hailo,2,231.6
model_explorer_uwsbel_autonomy-research-testbed_GitHub,2,74.6
model_explorer_sayedmohamedscu_YOLO-v5-Door-detection-for-visually-impaired-people_GitHub,2,91.1
model_explorer_Mobilenet-yolo-v4-syg_538a480717c36126e57d259c25772d85_OpenVINO,2,94.8
model_explorer_yolox_tiny_34697d4032cefac72fc123fd4f949327_Hailo,2,126.5
model_explorer_nanodet_repvgg_ec3af6f8c42734f27e161468b4e32caf_Hailo,2,191
model_explorer_teplandr_Visioneer_GitHub_2,2,126.5
model_explorer_unet_mobilenet_v2_256_local_model,2,41.4
model_explorer_mp_object_detection_3d_chair_1stage_local_model,2,150.8
model_explorer_yolox_tiny_local_model,2,126.5
model_explorer_MagicTouch_47ddfca4a4070bc0f7538be7fc9309ed_PINTO_1,2,62.3
model_explorer_octoml_triton-modelanalyzer-experiments_GitHub_1,2,93.3
model_explorer_opencv_opencv_zoo_GitHub_17,2,37.8
model_explorer_SCL-LLE_f7aeed7e07f078e4efa345c7c6b3f790_PINTO_10,2,108.4
model_explorer_U-NetMobileNetv2_80415d536866fa43c7496fea2a43cfd3_Coral,2,41.4
model_explorer_dong-haha_deeplearning_javaweb_GitHub_1,2,91.1
model_explorer_zznlzz_dxy_GitHub,2,124.7
model_explorer_AIBenchmarkMobile_9c04ddfcdd62b9474d5f4b76eed363bf_AIBenchmark_44,2,335.8
model_explorer_AnishPawar_DSC-Eye-of-God_GitHub,2,30.7
model_explorer_unetplusplus_local_model,2,125.8
model_explorer_yolov8n_fde050d28c8b0e5265c982d24516d82a_Hailo,2,126.3
