Model,FPS
model_explorer_mobilenet_v1_0.50_160_quantized_b64d8c4c26a5574eb6bc7054416e38ff_TFHub,2377.063
model_explorer_mobilenet_v1_0.50_192_1d03baefe6b958a640be280747f99c53_TFHub,2277.758
model_explorer_mobilenet_v1_0.50_192_quantized_a7878c246464859682e78b9d9388b91e_TFHub,2229.315
model_explorer_mobilenet_v1_0.50_224_ed590e5399cd02e04aa74a191f4ccab2_TFHub,1601.087
model_explorer_mobilenet_v1_0.50_224_quantized_3ead468050447581df495877ba44cee3_TFHub,1543.374
model_explorer_mobilenet_v1_0.75_128_38e81efa72cdbe49642b2cc5364bf6db_TFHub,2362.517
model_explorer_mobilenet_v1_0.75_128_quantized_17c97b25c57729ea27176872c3b55da3_TFHub,2407.354
model_explorer_mobilenet_v1_0.75_160_9512a8f721691dc534f496d684af3db2_TFHub,2383.563
model_explorer_mobilenet_v1_0.75_160_quantized_b47553037d67375f1b167a5bbc05c08f_TFHub,2296.288
model_explorer_mobilenet_v1_0.75_192_8ef21fc592e1d5359817f3407298dcab_TFHub,2272.685
model_explorer_mobilenet_v1_0.75_192_quantized_2641307dc0f3513d85b34dbaabb45c5d_TFHub,2266.424
model_explorer_mobilenet_v1_0.75_224_b9e13f62ae98d9c509bfb99fb381f7e6_TFHub,1526.52
model_explorer_mobilenet_v1_0.75_224_quantized_1c5fec829ef37f96cbc155fc1223bb21_TFHub,1660.938
model_explorer_mobilenet_v1_1.0_128_46110b795dab29e40521142c283e95ec_TFHub,639.3719
model_explorer_mobilenet_v1_1.0_128_quantized_26340ba87df7d805f0c46929918d6588_TFHub,853.3139
model_explorer_mobilenet_v1_1.0_160_b3e059bfa5576e6c58c723baffcb6c25_TFHub,2361.16
model_explorer_mobilenet_v1_1.0_160_quantized_6d07d9e605753e870edfcad175b7645b_TFHub,547.2446
model_explorer_mobilenet_v1_1.0_192_e1649f4cbdd3dc63f83a3630b782d4e6_TFHub,2279.887
model_explorer_mobilenet_v1_1.0_192_quantized_3e6b2801733a2c9d44896a61633237df_TFHub,1414.029
model_explorer_mobilenet_v1_1.0_224_3f45a1889f6d8dafde1351ea198c8548_TFHub,1582.708
model_explorer_mobilenet_v2_1.0_224_3b69ca6cbfbde163c5fa8cbb60cb197f_TFHub,1534.284
model_explorer_mobilenet_yolo_v4_syg_local_model,221.392
model_explorer_Mobilenet-yolo-v4-syg_538a480717c36126e57d259c25772d85_OpenVINO,221.3224
model_explorer_MobileNetV1_62477226e198368be957058d89d81b7f_Coral,2327.89
model_explorer_MobileNetV1_65b6e70bda63213f7d7009c0f101127f_Coral,1623.366
model_explorer_MobileNetV1_7864375789ac5d0bde53382ab1e34807_Coral,1549.478
model_explorer_MobileNetV1_cee7ba4026738ce1ec9f62947f385932_Coral,2429.751
model_explorer_MobileNetV1_e1ade2f1808bc10ef1c60e937ffe93c5_Coral,2335.054
model_explorer_MobileNetV1_e1b7babf69061a94ac0670870a1e1e76_Coral,1580.399
model_explorer_mobilenetv1_ssd_local_model,878.8064185
model_explorer_MobileNetV11.0224_a29aa60fa7b17e5dde663a7afa14a63b_OpenVINO_1,1543.649
model_explorer_MobileNetv1BodyPix_0e700892756f0f4a71a8ba7ce9f0f303_Coral,346.9322
model_explorer_MobileNetv1BodyPix_3ab328d0d776f5f2ad986cfd606e19fe_Coral,121.2529
model_explorer_MobileNetv1BodyPix_5698be0fc6d327cd25696ec305f63317_Coral,305.2792
model_explorer_MobileNetv1BodyPix_6117de7a8e5551b565f6e248aca6bc12_Coral,576.1853
model_explorer_MobileNetv1BodyPix_d42e48e55a527b4979eb996c7bfbb427_Coral,212.9701
model_explorer_MobileNetv1BodyPix_fbd07d714e17fed28f1d6dc38b74ea95_Coral,104.2782
model_explorer_MobileNetV2_29e4e4933c88b4e6febf49573b706bf9_Coral,1505.263
model_explorer_MobileNetV2_453e476449b6ac28463010feb9111eae_Coral,1585.338
model_explorer_MobileNetV2_5e4e1a101e8f7a5cd6956ae8f378d5c8_Coral,1584.125
model_explorer_MobileNetV2_82e6ff5236e4d328f331e9305b287043_KerasApps,1556.628
model_explorer_MobileNetV2_a66cec24b74b28c92f8bd2c75174cb40_Coral,1603.962
model_explorer_MobileNetV2_b41676ee67842101d342dd88961ddea4_Coral,1590.333
model_explorer_mobilenetv2-poseestimation_edb5790df28ac1d501eaa1601440f0d5_PINTO_8,447.4107
model_explorer_mobilenetv2-ssdlite_4254f13f8c85cb87bacaeae0d0bab7eb_PINTO_2,896.2085
model_explorer_MobileNetV21.0224_9265790c6211edb0136c88cfa87a5dd2_OpenVINO,1538.345
model_explorer_MobileNetV3_ec9cf19c660f0e3acbbdadb13bbbaadf_Coral,1567.366
model_explorer_MobileOne_d3705525e4cfc3ebe256dda46b488605_PINTO_1,1523.581
model_explorer_MobileStyleGAN_97ee8f4ce997135b6de496d9589b2564_PINTO,2392.987
model_explorer_MobileStyleGAN_97ee8f4ce997135b6de496d9589b2564_PINTO_2,2433.117
model_explorer_models_edgetpu_checkpoint_and_tflite_vision_segmentation-edgetpu_tflite_default_argmax_cd5cb2f80a903284831aa2b70cc7a8f3_PINTO_2,436.689
model_explorer_MonadWizard_PNEUMONIA-prediction-using-keras-VGG16_GitHub,91.43146
model_explorer_moshimeow_mercury_steamvr_driver_GitHub_1,2429.678
model_explorer_MoveNet.SinglePose.Lightning_b2b9000f4a4bb5fb73a68546a3b9b3d6_Coral,816.7062
model_explorer_MoveNet.SinglePose.Thunder_3275884469dd477b7ae85170e49c44b6_Coral,341.4559
model_explorer_mp_face_detection_full_range_local_model,1061.703
model_explorer_mp_face_detection_full_range_sparse_local_model,1067.194
model_explorer_mp_face_detection_short_range_local_model,2372.873
model_explorer_mp_face_landmark_local_model,2243.697
model_explorer_mp_hand_landmark_full_local_model,1547.998
model_explorer_mp_hand_landmark_lite_local_model,1528.259
model_explorer_mp_hand_recrop_local_model,1442.518
model_explorer_mp_iris_landmark_local_model,2602.122
model_explorer_mp_object_detection_3d_camera_local_model,1535.272
model_explorer_mp_object_detection_3d_chair_1stage_local_model,295.6276
model_explorer_mp_object_detection_3d_chair_local_model,1548.444
model_explorer_mp_object_detection_3d_cup_local_model,1595.529
model_explorer_mp_object_detection_3d_sneakers_1stage_local_model,294.8224
model_explorer_mp_object_detection_3d_sneakers_local_model,1576.075
model_explorer_mp_palm_detection_full_local_model,544.9499
model_explorer_mp_palm_detection_lite_local_model,854.4765
model_explorer_mp_pose_detection_local_model,504.8053
model_explorer_mp_pose_landmark_full_local_model,324.5413
model_explorer_mp_pose_landmark_lite_local_model,483.8109
model_explorer_mp_selfie_segmentation_landscape_local_model,636.0227
model_explorer_mp_selfie_segmentation_local_model,349.5309
model_explorer_mrakesh0608_Sahaay_GitHub,969.0392
model_explorer_mrdakj_letters_GitHub,2433.554
model_explorer_mrdakj_letters_GitHub_1,2469.542
model_explorer_mshayganfar_chista_GitHub,2396.545
model_explorer_mshayganfar_chista_GitHub_1,2441.183
model_explorer_mshayganfar_chista_GitHub_2,2397.268
model_explorer_mshayganfar_chista_GitHub_3,2472.144
model_explorer_MST-Robotics_2022-Vision_GitHub,166.2859
model_explorer_Mukuntanku_Cat-Dog-Classification-Detection_GitHub,2379.785
model_explorer_myacobb_projectAvalanche_GitHub_1,2119.65
model_explorer_mzakharo_tubby_GitHub,2437.815
model_explorer_mzakharo_tubby_GitHub_1,2370.719
model_explorer_na-o-ys_shogi-camera_GitHub,2462.446
model_explorer_na-o-ys_shogi-camera_GitHub_1,2387.862
model_explorer_NahidEbrahimian_Face-Mask-Detection_GitHub,1421.853
model_explorer_nanodet_repvgg_a1_640_a161b2f78882f718915e80d683ba09b4_Hailo,100.4712
model_explorer_nanodet_repvgg_ec3af6f8c42734f27e161468b4e32caf_Hailo,331.5632
model_explorer_NanoDetPluswithShuffleNetV21.5x.size=416_52ee42792e04e941adcb82ef893d7082_OpenVINO,243.9615744
model_explorer_naotokui_CreativeGAN-Rhythm_GitHub,2420.144
model_explorer_naotokui_CreativeGAN-Rhythm_GitHub_1,2456.519
model_explorer_naotokui_CreativeGAN-Rhythm_GitHub_2,2473.967
model_explorer_naruto_handsign_detection_922515cecfa85eae99fc2b348f04d906_PINTO_4,579.9904255
model_explorer_naruto_handsign_detection_922515cecfa85eae99fc2b348f04d906_PINTO_5,581.5597
model_explorer_NathaAix_detection_GitHub,362.2791
model_explorer_navn-r_yuHacks21_GitHub,2366.463
model_explorer_ndawinata_Flask-RestAPI-CNN-Awan_GitHub,2431.038
model_explorer_netsec917_Hikari-IDS_GitHub,2440.342
model_explorer_netsec917_Hikari-IDS_GitHub_1,2458.679
model_explorer_netsec917_Hikari-IDS_GitHub_2,2475.573
model_explorer_netsec917_Hikari-IDS_GitHub_3,2434.345
model_explorer_netsec917_Hikari-IDS_GitHub_4,2441.706
model_explorer_netsec917_Hikari-IDS_GitHub_5,2347.956
model_explorer_netsec917_Hikari-IDS_GitHub_6,2372.814
model_explorer_nilshoffmann_biohackathon2022-fair-ml-biomodels_GitHub,443.2714
model_explorer_noisebridge_marys-lamb_GitHub,281.5178
model_explorer_nomadz-ethz_nomadz-code-release_GitHub,2253.769
model_explorer_nomadz-ethz_nomadz-code-release_GitHub_1,2651.994
model_explorer_NREL_Panel-Segmentation_GitHub_1,15.88398
model_explorer_NSFW_a14729dd4a8a86ef5a46be3f464b78a2_PINTO_10,1560.816
model_explorer_NSFW_a14729dd4a8a86ef5a46be3f464b78a2_PINTO_11,1508.029
model_explorer_nvidia_super_res_local_model,40.76427
model_explorer_NVIDIA-ISAAC-ROS_isaac_ros_dnn_stereo_disparity_GitHub,9.570068
model_explorer_NVIDIA-ISAAC-ROS_isaac_ros_proximity_segmentation_GitHub,66.21641
model_explorer_object_detection_mobile_object_labeler_v1_29a1baa771f787ef32d0ff31cc78d1c5_TFHub,1574.607
model_explorer_object_detection_mobile_object_localizer_v1_219f90d4ed1d812ac311ccbce9b00d77_TFHub,2234.204827
model_explorer_octoml_octoml-examples_GitHub_3,1603.999
model_explorer_octoml_octoml-examples_GitHub_5,405.6628
model_explorer_octoml_triton-modelanalyzer-experiments_GitHub_1,160.0879
model_explorer_octoml_triton-modelanalyzer-experiments_GitHub_3,153.9115
model_explorer_onnx_models_GitHub,546.635
model_explorer_onnx_models_GitHub_10,1168.861
model_explorer_onnx_models_GitHub_103,1517
model_explorer_onnx_models_GitHub_11,1555.688
model_explorer_onnx_models_GitHub_119,2262.173
model_explorer_onnx_models_GitHub_12,1176.116
model_explorer_onnx_models_GitHub_123,433.8919
model_explorer_onnx_models_GitHub_124,1160.691
model_explorer_onnx_models_GitHub_125,568.1888
model_explorer_onnx_models_GitHub_128,723.0217
model_explorer_onnx_models_GitHub_14,533.5427
model_explorer_onnx_models_GitHub_140,568.2398
model_explorer_onnx_models_GitHub_142,709.4651
model_explorer_onnx_models_GitHub_144,542.9649
model_explorer_onnx_models_GitHub_156,1496.451
model_explorer_onnx_models_GitHub_165,1167.523
model_explorer_onnx_models_GitHub_36,1576.452
model_explorer_onnx_models_GitHub_4,1542.207
model_explorer_onnx_models_GitHub_45,547.0056
model_explorer_onnx_models_GitHub_52,226.4418
model_explorer_onnx_models_GitHub_53,1515.902
model_explorer_onnx_models_GitHub_54,547.1498
model_explorer_onnx_models_GitHub_58,1551.381
model_explorer_onnx_models_GitHub_61,2384.387
model_explorer_onnx_models_GitHub_62,546.5314
model_explorer_onnx_models_GitHub_67,2423.582
model_explorer_onnx_models_GitHub_72,568.0845
model_explorer_onnx_models_GitHub_73,1537.442
model_explorer_onnx_models_GitHub_76,733.7949
model_explorer_onnx_models_GitHub_83,1169.3
model_explorer_onnx_models_GitHub_85,513.7214
model_explorer_onnx_models_GitHub_93,568.2604
model_explorer_onnx_models_GitHub_97,723.5373
model_explorer_open-closed-eye-0001_44d54e2715c26d676dab6bc0b756230c_OpenVINO,2365.739
model_explorer_open-closed-eye-0001_8d44147a988e0f99ddb31beb1e69717c_PINTO_2,2391.288
model_explorer_opencv_opencv_zoo_GitHub_1,-2
model_explorer_opencv_opencv_zoo_GitHub_12,236.7658
model_explorer_opencv_opencv_zoo_GitHub_13,484.8396
model_explorer_opencv_opencv_zoo_GitHub_14,1533.705
model_explorer_opencv_opencv_zoo_GitHub_17,66.44659
model_explorer_opencv_opencv_zoo_GitHub_2,97.0238
model_explorer_opencv_opencv_zoo_GitHub_33,443.2338
model_explorer_opencv_opencv_zoo_GitHub_36,1545.625
model_explorer_opencv_opencv_zoo_GitHub_5,505.2356
model_explorer_openvinotoolkit_openvino_GitHub,1935.333
model_explorer_openvinotoolkit_openvino_GitHub_11,829.2337
model_explorer_openvinotoolkit_openvino_GitHub_14,1228.806
model_explorer_openvinotoolkit_openvino_GitHub_17,1577.067
model_explorer_openvinotoolkit_openvino_GitHub_19,1076.409
model_explorer_openvinotoolkit_openvino_GitHub_20,1492.682
model_explorer_openvinotoolkit_openvino_GitHub_21,2417.004
model_explorer_openvinotoolkit_openvino_GitHub_22,1055.33
model_explorer_openvinotoolkit_openvino_GitHub_23,811.0311
model_explorer_openvinotoolkit_openvino_GitHub_24,45.60448
model_explorer_openvinotoolkit_openvino_GitHub_25,1559.341
model_explorer_openvinotoolkit_openvino_GitHub_26,129.316
model_explorer_openvinotoolkit_openvino_GitHub_27,2472.153
model_explorer_openvinotoolkit_openvino_GitHub_28,2371.201
model_explorer_openvinotoolkit_openvino_GitHub_4,2334.454
model_explorer_openvinotoolkit_openvino_GitHub_5,1038.204
model_explorer_openvinotoolkit_openvino_GitHub_6,2423.333
model_explorer_openvinotoolkit_openvino_GitHub_8,2480.959
model_explorer_openvinotoolkit_openvino_GitHub_9,1620.025
model_explorer_openvinotoolkit_testdata_GitHub,2354.023
model_explorer_openvinotoolkit_vpux_plugin_GitHub,461.7458
model_explorer_osnet_x1_0_f2670ac8a795cd26fda7552a98c3916a_Hailo,311.6734268
model_explorer_owulveryck_khappygo_GitHub,723.1569
model_explorer_owulveryck_khappygo_GitHub_1,249.7979
model_explorer_palak2665_Express-U_GitHub_1,2460.219
model_explorer_pedestrian-and-vehicle-detector-adas-0001_bcd1c88a2dba6381fa7b8ad3c5e888f0_PINTO_4,375.8585
model_explorer_pedestrian-detection-adas-0002_fccc5d01ea5d57fc1538f04c628c26b4_PINTO_4,371.2249
model_explorer_person_attr_resnet_v1_18_569247e0d0041dd5716b6a8248c94031_Hailo,497.3775
model_explorer_person-attributes-recognition-crossroad-0230_a27483802aed8e6996feca25bd5e430c_PINTO_7,2644.363
model_explorer_person-detection-0202_8cb56f61510a31aeb7a480507c37af72_PINTO_11,352.6926
model_explorer_person-vehicle-bike-detection-crossroad-0078_fdbe0420db93fe684dbf99bd4657e904_PINTO,87.18416
model_explorer_person-vehicle-bike-detection-crossroad-1016_8e88cce1386f3e5f604fd18cb1d7c584_PINTO_11,356.4655
model_explorer_peter81725_Food-Fighter_GitHub,112.6354979
model_explorer_piyx_ImageProcessingApplications_GitHub,2406.255
model_explorer_pmcbride_REDNet-TensorFlow_GitHub,2462.64
model_explorer_PMN_1b7efe05bf702c8dbc674de90b374981_PINTO_8,39.42186
model_explorer_PoseNetMobileNetV1_01948f4c147dc296873c78124e70ac52_Coral,105.4011
model_explorer_PoseNetMobileNetV1_0be3629a51c40e6b971ddbc893fcdc6f_Coral,568.5015
model_explorer_PoseNetMobileNetV1_3d03366578b0ae2fb0a122b2146273c0_Coral,308.0766496
model_explorer_PP-LCNetV2_74a1019134f7a3775833d121b9486efd_PINTO_10,1555.47
model_explorer_PP-LCNetV2_74a1019134f7a3775833d121b9486efd_PINTO_4,1549.717
model_explorer_Preeti-sahani_smoke-fire-detector_GitHub,1551.808
model_explorer_pspnet_local_model,116.82
model_explorer_PyDNet_e019cd5269fcdd2b8fedc1a4f5aca5a9_PINTO_8,484.8562
model_explorer_PyDNet2_c8cbf05e7acd68547118c30ab634a3af_PINTO,56.93245
model_explorer_PyDNet2_c8cbf05e7acd68547118c30ab634a3af_PINTO_27,125.5504
model_explorer_quarrying_quarrying-celebrity-id_GitHub_1,2407.268
model_explorer_quarrying_quarrying-insect-id_GitHub,219.6058983
model_explorer_quarrying_quarrying-insect-id_GitHub_1,1556.241
model_explorer_quarrying_quarrying-plant-id_GitHub,1575.908
model_explorer_r0bb23_rcv_me_not_me_GitHub,82.6655
model_explorer_rachidelfe_CNN-MGP-SCRIPT_GitHub,2396.877
model_explorer_rachidelfe_CNN-MGP-SCRIPT_GitHub_1,442.8097
model_explorer_rainbowbismuth_bird-vision_GitHub,685.3194
model_explorer_rainbowbismuth_bird-vision_GitHub_1,2370.183
model_explorer_rajasoun_nlp_GitHub,2482.856
model_explorer_rajghadi1_MDP_GitHub,1520.46
model_explorer_raytheonbbn_tak-ml_GitHub,63.85278
model_explorer_raytheonbbn_tak-ml_GitHub_1,1538.925
model_explorer_raytheonbbn_tak-ml_GitHub_2,279.7921
model_explorer_raytheonbbn_tak-ml_GitHub_3,87.7151
model_explorer_raytheonbbn_tak-ml_GitHub_4,2440.07
model_explorer_RedisAI_redisai-examples_GitHub_1,247.797
model_explorer_RedisAI_redisai-examples_GitHub_7,2440.07
model_explorer_RegNetX002_94e18f2b57390d662f4b89588a40ec3c_KerasApps,1552.622
model_explorer_RegNetX004_e9434bdaa5ac63e78d2cdd1aa41ace58_KerasApps,641.0368
model_explorer_RegNetX006_4b8366d2a1caf6239fe8c4204e1c2321_KerasApps,86.50119
model_explorer_regnety_200mf_ce8054f7a23d2098f8c1b54335bbc773_Hailo,1548.343
model_explorer_RegNetY002_5c61b8901651140b31f1090e3419880e_KerasApps,1114.502
model_explorer_RegNetY004_134b21ee2691ffc43d0339f3487b948e_KerasApps,364.8814
model_explorer_RegNetY006_1b81d8e4c8b2965a3f6cc22e188c85b9_KerasApps,364.0348
model_explorer_RegNetY008_b0a05c341a700a3f3a2592d353726480_KerasApps,81.71898088
model_explorer_rehat-app_Deploy-ML_GitHub,1232.139
model_explorer_repvgg_a0_person_reid_2048_9f5724a7b3fa3b84f78ad838d90243b7_Hailo,772.6556
model_explorer_repvgg_a0_person_reid_512_ef97e10f32d020026aa5253d910eb1cb_Hailo,771.9216
model_explorer_repvgg_a1_6a1c3969346e25860f08c674738e0e67_Hailo,828.1485
model_explorer_repvgg_b0_local_model,424.4192
model_explorer_resnet_v1_18_e06eb310c808dcdd235188aec6179f3d_Hailo,543.4716
model_explorer_resnet_v2_18_7c2042519d9e892a23977db189205cdf_Hailo,542.8862
model_explorer_ResNet18_b2464f4cf9b035822a1bdbf6c71cca75_OpenVINO,543.1217
model_explorer_RevTpark_pokeDex-app_GitHub,2303.932
model_explorer_RevTpark_pokeDex-app_GitHub_1,2284.614
model_explorer_Rhoban_env_public_GitHub,2456.225
model_explorer_rsandrini_dnd-dice-detection-cnn_GitHub,150.9786
model_explorer_RTMPose_Animal_8950a3d36a958cf6533d3b1afd0224c2_PINTO_2,412.3097
model_explorer_saicharankr_Realtime-Facial-Expression-Recognition_GitHub,408.3319
model_explorer_samuelkim7_pneumonia_cnn_GitHub,368.6758
model_explorer_Sao-jung-listens-well_WIT_GitHub_12,1342.242
model_explorer_Sao-jung-listens-well_WIT_GitHub_14,1407.393
model_explorer_Sao-jung-listens-well_WIT_GitHub_2,97.55232
model_explorer_Sao-jung-listens-well_WIT_GitHub_6,353.9604
model_explorer_Sao-jung-listens-well_WIT_GitHub_8,784.4419
model_explorer_SatyamVyas00_Cloudburst-Prediction-using-GAF-and-CNN_GitHub,824.7909
model_explorer_SatyamVyas00_Cloudburst-Prediction-using-GAF-and-CNN_GitHub_1,769.0484
model_explorer_sayannath_SANUS-WEB_GitHub,91.43564
model_explorer_sayedmohamedscu_YOLO-v5-Door-detection-for-visually-impaired-people_GitHub,220.9728
model_explorer_SCL-LLE_f7aeed7e07f078e4efa345c7c6b3f790_PINTO_10,179.5201
model_explorer_SCL-LLE_f7aeed7e07f078e4efa345c7c6b3f790_PINTO_46,136.4321
model_explorer_scott-lam_Garbage-Sorting-DNN-With-WLKATA-Mirobot_GitHub,227.7046
model_explorer_scott-lam_Garbage-Sorting-DNN-With-WLKATA-Mirobot_GitHub_1,160.2948661
model_explorer_scrfd_10g_c5d8080387e24521eb4ca8ec266987b0_Hailo,137.9834
model_explorer_scrfd_2.5g_85e187d907d436a6d20485740cc69ebb_Hailo,234.8722
model_explorer_scrfd_500m_d0f788434ac4b3f9ec710402f89ed89d_Hailo,234.4654
model_explorer_sebastianstarke_AI4Animation_GitHub,2446.42
model_explorer_Selfie_Segmentation_eace39a3611846452997cd3d22a4a865_PINTO_1,349.5463
model_explorer_Selfie_Segmentation_eace39a3611846452997cd3d22a4a865_PINTO_2,356.1189
model_explorer_Semantic-Guided-Low-Light-Image-Enhancement_663666c92c77a498ea4aafe25dbeaad9_PINTO_8,2416.937
model_explorer_SFA3D_da2fe07968833012feed1f44c6811fc1_PINTO,59.30662487
model_explorer_SFA3D_da2fe07968833012feed1f44c6811fc1_PINTO_7,58.67991
model_explorer_SFace_4e5c5070fa3991c22232cce70e83cf24_PINTO_11,2235.5
model_explorer_shaolang_ml-zoomcamp_GitHub,2374.186
model_explorer_ShubhmKaale_CNN-Image-Classification-Heroku-Cloud-Deployment_GitHub,1566.466
model_explorer_ShufflenetV2x1.0_c665fabb58ff94de6df98d89c25e5ae9_OpenVINO,1572.784
model_explorer_singhjsw_Building-Damage-Detection-based-on-Post-Hurricane-Satellite-Imagery-using-Transfer-Learning-and-Conv_GitHub,2022.704
model_explorer_SKT27182_portfolio_GitHub,2314.301
model_explorer_SKT27182_portfolio_GitHub_1,2355.797
model_explorer_SKT27182_portfolio_GitHub_10,2484.877
model_explorer_SKT27182_portfolio_GitHub_3,2362.765
model_explorer_SKT27182_portfolio_GitHub_5,2415.704
model_explorer_SKT27182_portfolio_GitHub_7,2378.648
model_explorer_SKT27182_portfolio_GitHub_8,2469.405
model_explorer_SKT27182_portfolio_GitHub_9,2414.649
model_explorer_slayerkenneth_FYP_BoAR_PSAN2_38_GitHub,435.0347
model_explorer_slayerkenneth_FYP_BoAR_PSAN2_38_GitHub_1,190.4862
model_explorer_slayerkenneth_FYP_BoAR_PSAN2_38_GitHub_3,436.9788
model_explorer_speech_enhancement_unet_local_model,1326.243
model_explorer_Speech-enhancement_b160abe9c8b1b7a73b132577c018bd94_PINTO_6,1326.729
model_explorer_spokestack_app-actions-example_GitHub_3,2478.241
model_explorer_squeezedet_kitti_local_model,202.9046
model_explorer_squeezedet_plus_kitti_local_model,66.31494
model_explorer_squeezenet_7512787ef918e0045b9d956b3edc283b_TFHub,1376.61
model_explorer_squeezenet_bypass_local_model,1371.975
model_explorer_squeezenet_complex_local_model,1053.71
model_explorer_ssd_mobilenet_v2_mnasfpn_shared_box_predictor_d233be6616284890814c9c59cf20e346_PINTO,186.3045
model_explorer_SSDLiteMobileDet_7c6516d9991656262211aa6a99aeeb63_Coral,785.5923
model_explorer_ssdmobilenet_v1_800_local_model,148.566
model_explorer_SSDMobileNetV1_6f2707aefd6046ca5b21381ad0ca9b41_Coral,885.1219
model_explorer_SSDMobileNetV2_062004a403d4681fd697b105381df239_Coral,876.6061
model_explorer_SSDMobileNetV2_589403945254b2695574dd897779538d_Coral,865.1649
model_explorer_SSDMobileNetV2_a2ce86d9062646dc52501e487aae8a9f_Coral,887.116
model_explorer_ssdmobilenetv2_fpnlite_local_model,-1
model_explorer_steverab_failing-loudly_GitHub,2381.693
model_explorer_steverab_failing-loudly_GitHub_1,2476.324
model_explorer_steverab_failing-loudly_GitHub_2,2453.022
model_explorer_steverab_failing-loudly_GitHub_3,2454.655
model_explorer_steverab_failing-loudly_GitHub_5,2478.437
model_explorer_SuavePirate_FaceONNX.Models_GitHub_3,881.3044
model_explorer_SuavePirate_FaceONNX.Models_GitHub_4,497.4613
model_explorer_SuavePirate_FaceONNX.Models_GitHub_5,2465.845
model_explorer_SuavePirate_FaceONNX.Models_GitHub_6,631.2224481
model_explorer_Surat-96_A-E2E-Covid19-Prediction_GitHub,97.57978
model_explorer_sutongkui_SubPhysics_GitHub,2415.779
model_explorer_sutongkui_SubPhysics_GitHub_1,2296.115
model_explorer_SwaggyMacro_MiraiNsfwBot_GitHub_1,1506.633
model_explorer_SynergyNet_bd634b56ca115616db0e1cc2a0459f5d_PINTO,2608.56
model_explorer_SynergyNet_bd634b56ca115616db0e1cc2a0459f5d_PINTO_1,2561.82
model_explorer_Taiki92777_streamlit_demo2_GitHub,157.9294
model_explorer_Tartisan_MMDet3d-CenterPoint_GitHub_1,8.254715
model_explorer_TBEFN_3c187f503d0e13ab838280a4f0679168_PINTO_40,110.0129
model_explorer_TBEFN_3c187f503d0e13ab838280a4f0679168_PINTO_8,144.2007
model_explorer_tddfa_mobilenet_v1_4fac64eae00af43aa91a0a9347d75e60_Hailo,2455.437
model_explorer_temmyzeus_No-Toxic_GitHub,1369.826
model_explorer_tensil-ai_tensil-models_GitHub_2,47.36014
model_explorer_teplandr_Visioneer_GitHub_1,310.7422
model_explorer_teplandr_Visioneer_GitHub_2,354.137
model_explorer_Ternaku-id_ternaku-bangkit-machine-learning_GitHub_1,929.8842
model_explorer_Ternaku-id_ternaku-bangkit-machine-learning_GitHub_6,1547.899
model_explorer_Ternaku-id_ternaku-bangkit-machine-learning_GitHub_7,1538.123
model_explorer_text_detection_db_db1a72a425cef7f168473f1607c061b3_PINTO_7,36.92514
model_explorer_text_detection_db_db1a72a425cef7f168473f1607c061b3_PINTO_9,36.92582
model_explorer_thawro_yolov8-digits-detection_GitHub_1,1419.438
model_explorer_the-muses-ltd_Cassie_GitHub,2354.522
model_explorer_theDataFox_capstone_GitHub,268.2235
model_explorer_TheJacksonLaboratory_CUP-AI-Dx_GitHub,1482.416
model_explorer_ThomAub_redisai-rs_GitHub_1,2412.572
model_explorer_thoughtworksarts_EmoPy_GitHub,992.1138
model_explorer_tiny_yolov2_local_model,443.2973
model_explorer_tiny_yolov3_51137831371ca637c3745da0cc3f8983_Hailo,546.8536
model_explorer_TiVo_dts-studio_GitHub,855.7055
model_explorer_TiVo_dts-studio_GitHub_10,1581.171
model_explorer_TiVo_dts-studio_GitHub_11,636.3541
model_explorer_TiVo_dts-studio_GitHub_12,2490.023
model_explorer_TiVo_dts-studio_GitHub_13,2529.609
model_explorer_TiVo_dts-studio_GitHub_14,560.0968
model_explorer_TiVo_dts-studio_GitHub_5,2232.497
model_explorer_TiVo_dts-studio_GitHub_6,1062.738
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_10,3.439737
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_2,1539.479
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_3,349.658
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_4,2479.519
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_5,1170.564
model_explorer_torinmb_mediapipe-touchdesigner_GitHub_7,636.4696
model_explorer_Tox1cCoder_CatsVsDogsClassification_GitHub,2444.928
model_explorer_U-NetMobileNetv2_80415d536866fa43c7496fea2a43cfd3_Coral,71.59361
model_explorer_U-NetMobileNetv2_ad29c3d316648c034fa1579828bb6a20_Coral,281.6122
model_explorer_ultraface_320_local_model,1226.954
model_explorer_ultraface_640_local_model,308.3079
model_explorer_UltraLightweightFaceDetectionRFB320_960a5214e4dac129651b234f3bf0584b_OpenVINO,1217.897
model_explorer_UltraLightweightFaceDetectionslim320_5fa4898fe882dc1d1fa3e0202f18d1aa_OpenVINO,1235.347
model_explorer_umarkhan2000_HackTheNorth_GitHub,2449.334
model_explorer_unet_lane_local_model,342.1681
model_explorer_unet_local_model,183.153
model_explorer_unet_mobilenet_local_model,183.1631
model_explorer_unet_mobilenet_v2_128_local_model,281.7081
model_explorer_unet_mobilenet_v2_256_local_model,71.59467
